0	0.86413574	0.75344849
1	0.61663818	0.71908569
2	0.87548828	0.34146118
3	0.14459229	0.14010620
4	0.08410645	0.41580200
5	0.76043701	0.50057983
6	0.89624023	0.00772095
7	0.12042236	0.08175659
8	0.21813965	0.64846802
9	0.38079834	0.66488647
10	0.45605469	0.36929321
11	0.19781494	0.53121948
12	0.51623535	0.70144653
13	0.72772217	0.46200562
14	0.80493164	0.67617798
15	0.62677002	0.73849487
16	0.22839355	0.82473755
17	0.05120850	0.14193726
18	0.19287109	0.17837524
19	0.65728760	0.95358276
20	0.60461426	0.26834106
21	0.60125732	0.95468140
22	0.86987305	0.12588501
23	0.53936768	0.42648315
24	0.89489746	0.28225708
25	0.62786865	0.15023804
26	0.08593750	0.76870728
27	0.52301025	0.40719604
28	0.34924316	0.11648560
29	0.38104248	0.97860718
30	0.09106445	0.35684204
31	0.85821533	0.14572144
32	0.21765137	0.02102661
33	0.11077881	0.68978882
34	0.13525391	0.14028931
35	0.79498291	0.89205933
36	0.75012207	0.24588013
37	0.06707764	0.53378296
38	0.46850586	0.36904907
39	0.58331299	0.89620972
40	0.19665527	0.04104614
41	0.49993896	0.76058960
42	0.34082031	0.29312134
43	0.47320557	0.40817261
44	0.80725098	0.65652466
45	0.65936279	0.62020874
46	0.00219727	0.16250610
47	0.71466064	0.67794800
48	0.83190918	0.34231567
49	0.79534912	0.36264038
50	0.70263672	0.22720337
51	0.55767822	0.95553589
52	0.52062988	0.34841919
53	0.15789795	0.23788452
54	0.69213867	0.73721313
55	0.25225830	0.49093628
56	0.12341309	0.92483521
57	0.99700928	0.49594116
58	0.22070312	0.94253540
59	0.04840088	0.53414917
60	0.89025879	0.32156372
61	0.56268311	0.38681030
62	0.53833008	0.09317017
63	0.19610596	0.33517456
64	0.07116699	0.78860474
65	0.10491943	0.16049194
66	0.89501953	0.43911743
67	0.94537354	0.14401245
68	0.91613770	0.57595825
69	0.87371826	0.06698608
70	0.54077148	0.23037720
71	0.54620361	0.21066284
72	0.67517090	0.93362427
73	0.11907959	0.35629272
74	0.72558594	0.71694946
75	0.24859619	0.78512573
76	0.59826660	0.11160278
77	0.09100342	0.27841187
78	0.69946289	0.14883423
79	0.30255127	0.11740112
80	0.93542480	0.35989380
81	0.03948975	0.08334351
82	0.71240234	0.77603149
83	0.95806885	0.45748901
84	0.93664551	0.92849731
85	0.21453857	0.02108765
86	0.01440430	0.84854126
87	0.46514893	0.05538940
88	0.85192871	0.06741333
89	0.86614990	0.34164429
90	0.85546875	0.61636353
91	0.07379150	0.16110229
92	0.93127441	0.02664185
93	0.24432373	0.29501343
94	0.48559570	0.32949829
95	0.03399658	0.02462769
96	0.42468262	0.05618286
97	0.59906006	0.13119507
98	0.15478516	0.23794556
99	0.59576416	0.89596558
100	0.58215332	0.40603638
101	0.18035889	0.10018921
102	0.11303711	0.59170532
103	0.00909424	0.02511597
104	0.65368652	0.32620239
105	0.23822021	0.45199585
106	0.61035156	0.64077759
107	0.52398682	0.66207886
108	0.88928223	0.06668091
109	0.02264404	0.43661499
110	0.89672852	0.63516235
111	0.39044189	0.05685425
112	0.53894043	0.87747192
113	0.78363037	0.30404663
114	0.22216797	0.82485962
115	0.85845947	0.45944214
116	0.85266113	0.00857544
117	0.77117920	0.30429077
118	0.83666992	0.45986938
119	0.17803955	0.11984253
120	0.08044434	0.70999146
121	0.23529053	0.68734741
122	0.99023438	0.79019165
123	0.59918213	0.28805542
124	0.47229004	0.23171997
125	0.42596436	0.70321655
126	0.93286133	0.06582642
127	0.37188721	0.21408081
128	0.27819824	0.82376099
129	0.59320068	0.60189819
130	0.91455078	0.53677368
131	0.74615479	0.14791870
132	0.74816895	0.73611450
133	0.98699951	0.63339233
134	0.18530273	0.45303345
135	0.97198486	0.33956909
136	0.13220215	0.21878052
137	0.85736084	0.04769897
138	0.99511719	0.06460571
139	0.29937744	0.03903198
140	0.68029785	0.52175903
141	0.45428467	0.09481812
142	0.59399414	0.62149048
143	0.97833252	0.49630737
144	0.64245605	0.89505005
145	0.02777100	0.02474976
146	0.23193359	0.37368774
147	0.25885010	0.96139526
148	0.26867676	0.58865356
149	0.82781982	0.08749390
150	0.15893555	0.57119751
151	0.39093018	0.68429565
152	0.80895996	0.85256958
153	0.10443115	0.53305054
154	0.62500000	0.46401978
155	0.62457275	0.91500854
156	0.51330566	0.93679810
157	0.10760498	0.61141968
158	0.88012695	0.30215454
159	0.20977783	0.90353394
160	0.63171387	0.09133911
161	0.08734131	0.57260132
162	0.17431641	0.33560181
163	0.39654541	0.89987183
164	0.41418457	0.56619263
165	0.29364014	0.66659546
166	0.75756836	0.81436157
167	0.43487549	0.15402222
168	0.11071777	0.61135864
169	0.97650146	0.14340210
170	0.87988281	0.98843384
171	0.57476807	0.91598511
172	0.97131348	0.47683716
173	0.38592529	0.25302124
174	0.79125977	0.10781860
175	0.06622314	0.43576050
176	0.24597168	0.41262817
177	0.77191162	0.24545288
178	0.74169922	0.42251587
179	0.15924072	0.96334839
180	0.18469238	0.66873169
181	0.38446045	0.37069702
182	0.98120117	0.18252563
183	0.10382080	0.74874878
184	0.03747559	0.49514771
185	0.47357178	0.87875366
186	0.75976562	0.63784790
187	0.14996338	0.04196167
188	0.05432129	0.14187622
189	0.28924561	0.01962280
190	0.32739258	0.03848267
191	0.54766846	0.09298706
192	0.48522949	0.85891724
193	0.08148193	0.04330444
194	0.93408203	0.63442993
195	0.54693604	0.15182495
196	0.58020020	0.89627075
197	0.10028076	0.19979858
198	0.82983398	0.67568970
199	0.39776611	0.46847534
200	0.58923340	0.50393677
201	0.59564209	0.73910522
202	0.26464844	0.41226196
203	0.35015869	0.29293823
204	0.76232910	0.93191528
205	0.81756592	0.91122437
206	0.48852539	0.09414673
207	0.65411377	0.87521362
208	0.34948730	0.43020630
209	0.01605225	0.96615601
210	0.75146484	0.97134399
211	0.55963135	0.46530151
212	0.60070801	0.24880981
213	0.44110107	0.15390015
214	0.30346680	0.29385376
215	0.31671143	0.31320190
216	0.76599121	0.63772583
217	0.34271240	0.72445679
218	0.39453125	0.31167603
219	0.17535400	0.66891479
220	0.09533691	0.84695435
221	0.97088623	0.92782593
222	0.27465820	0.27481079
223	0.38555908	0.78244019
224	0.83874512	0.12649536
225	0.57562256	0.01400757
226	0.19384766	0.43325806
227	0.19732666	0.90377808
228	0.24621582	0.72634888
229	0.40692139	0.23300171
230	0.40209961	0.03701782
231	0.86065674	0.28292847
232	0.56774902	0.89651489
233	0.71478271	0.83480835
234	0.14941406	0.33609009
235	0.62554932	0.16989136
236	0.05334473	0.88699341
237	0.74920654	0.06942749
238	0.68579102	0.58047485
239	0.74200439	0.81466675
240	0.95300293	0.94778442
241	0.76019287	0.18685913
242	0.26123047	0.02017212
243	0.46002197	0.46725464
244	0.51672363	0.32888794
245	0.99774170	0.43710327
246	0.12573242	0.90518188
247	0.02960205	0.37765503
248	0.99450684	0.28030396
249	0.71185303	0.07015991
250	0.52929688	0.48550415
251	0.70074463	0.79586792
252	0.63635254	0.05203247
253	0.15252686	0.33602905
254	0.72192383	0.01113892
255	0.72344971	0.97189331
256	0.69226074	0.89407349
257	0.56976318	0.48471069
258	0.95361328	0.73208618
259	0.34771729	0.15573120
260	0.41223145	0.05642700
261	0.21356201	0.76620483
262	0.47436523	0.89834595
263	0.82354736	0.59738159
264	0.04626465	0.78909302
265	0.33392334	0.43051147
266	0.53417969	0.75991821
267	0.40093994	0.54684448
268	0.84436035	0.34207153
269	0.18084717	0.72763062
270	0.38305664	0.56680298
271	0.32989502	0.25411987
272	0.05651855	0.96536255
273	0.00433350	0.90756226
274	0.27099609	0.56900024
275	0.86041260	0.96920776
276	0.93273926	0.90896606
277	0.05438232	0.22030640
278	0.44799805	0.01651001
279	0.24249268	0.94210815
280	0.72302246	0.42288208
281	0.58099365	0.91586304
282	0.16406250	0.15933228
283	0.72613525	0.42282104
284	0.67736816	0.75711060
285	0.83416748	0.24423218
286	0.66918945	0.24746704
287	0.56134033	0.66134644
288	0.04577637	0.16165161
289	0.06390381	0.45541382
290	0.21337891	0.53091431
291	0.99810791	0.90768433
292	0.07824707	0.88650513
293	0.52020264	0.79940796
294	0.04663086	0.25967407
295	0.28643799	0.41183472
296	0.02478027	0.18167114
297	0.45306396	0.52621460
298	0.41894531	0.68374634
299	0.67633057	0.42379761
300	0.13537598	0.29714966
301	0.11248779	0.88583374
302	0.58032227	0.05313110
303	0.41778564	0.19357300
